"COMPANY","PROMOTER & PROMOTER GROUP (A)","PUBLIC (B)","SHARES UNDERLYING DRS (C1)","SHARES HELD BY EMPLOYEE TRUSTS (C2)","AS ON DATE","ACTION"
"Pashupati Cotspin Limited","71.08","28.92",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163068_543114_21102021034725_WEB.xml"
"HCL Technologies Limited","60.33","39.67",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163069_543116_21102021034742_WEB.xml"
"Kshitij Polyline Limited","66.31","33.69",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163070_543118_21102021034742_WEB.xml"
"Equitas Small Finance Bank Limited","81.55","18.45",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163071_543121_21102021034750_WEB.xml"
"The Peria Karamalai Tea & Produce Company Limited","55.26","44.75",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163072_543137_21102021035349_WEB.xml"
"California Software Company Limited","35.73","64.27",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163073_543154_21102021040148_WEB.xml"
"Shubhlaxmi Jewel Art Limited","69.73","30.27",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163074_543166_21102021040518_WEB.xml"
"Indus Towers Limited","69.85","30.13",,"0.02","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163075_543179_21102021040714_WEB.xml"
"Intense Technologies Limited","18.08","81.92",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163076_543183_21102021040820_WEB.xml"
"Hexa Tradex Limited","63.12","36.88",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163077_543218_21102021041720_WEB.xml"
"Prakash Industries Limited","40.98","59.02",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163078_543220_21102021041730_WEB.xml"
"Vakrangee Limited","42.6","57.4",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163080_543222_21102021041804_WEB.xml"
"Prakash Pipes Limited","41.72","58.28",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163081_543224_21102021041809_WEB.xml"
"A B N Intercorp Limited","57.98","42.02",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163083_543228_21102021041905_WEB.xml"
"Ajmera Realty & Infra India Limited","69.74","30.27",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163084_543241_21102021042206_WEB.xml"
"Bharat Bijlee Limited","33.45","66.55",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163085_543252_21102021042442_WEB.xml"
"Power Finance Corporation Limited","55.99","44.01",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163086_543254_21102021042502_WEB.xml"
"Omax Autos Limited","57.67","42.33",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163087_543258_21102021042617_WEB.xml"
"Salasar Techno Engineering Limited","69.7","30.3",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163088_543269_21102021042913_WEB.xml"
"Arihant Foundations & Housing Limited","42.87","57.13",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163089_543272_21102021042947_WEB.xml"
"RattanIndia Enterprises Limited","74.8","25.2",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163090_543277_21102021043055_WEB.xml"
"KKV Agro Powers Limited","69.51","30.48",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163092_543291_21102021043538_WEB.xml"
"UTI Asset Management Company Limited","0","100",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163094_543337_21102021044523_WEB.xml"
"Sonam Clock Limited","74.13","25.87",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163095_543345_21102021044718_WEB.xml"
"Digjam Limited","0","100",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163097_543359_21102021044903_WEB.xml"
"Mangalam Cement Limited","24.99","75.01",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163098_543364_21102021045053_WEB.xml"
"Puravankara Limited","75","25",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163099_543372_21102021045154_WEB.xml"
"Khandwala Securities Limited","60.83","39.18",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163100_543422_21102021045948_WEB.xml"
"Eveready Industries India Limited","4.84","95.16",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163101_543445_21102021050407_WEB.xml"
"Titagarh Wagons Limited","45.77","54.23",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163103_543451_21102021050518_WEB.xml"
"Tata Steel Long Products Limited","74.91","25.09",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163104_543453_21102021050531_WEB.xml"
"Tata Steel Bsl Limited","72.65","27.35",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163105_543474_21102021050951_WEB.xml"
"Uniphos Enterprises Limited","73.78","26.22",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163106_543487_21102021051149_WEB.xml"
"Eros International Media Limited","49","51",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163107_543497_21102021051450_WEB.xml"
"Technofab Engineering Limited","48.22","51.78",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163108_543520_21102021052049_WEB.xml"
"Ushanti Colour Chem Limited","74.56","25.45",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163109_543534_21102021052449_WEB.xml"
"Indiabulls Housing Finance Limited","21.69","74.63",,"3.68","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163110_543540_21102021052544_WEB.xml"
"Chalet Hotels Limited","71.65","28.35",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163111_543545_21102021052658_WEB.xml"
"Dhanuka Agritech Limited","70","30",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163112_543570_21102021053235_WEB.xml"
"OCL Iron and Steel Limited","35.44","64.56",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163113_543572_21102021053246_WEB.xml"
"Reliance Capital Limited","1.51","97.85",,"0.64","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163117_543618_21102021053929_WEB.xml"
"Prudential Sugar Corporation Limited","59.02","40.98",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163118_543647_21102021054255_WEB.xml"
"Reliance Power Limited","24.98","75.02",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163119_543650_21102021054400_WEB.xml"
"Supreme Petrochem Limited","63.96","36.04",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163121_543663_21102021054615_WEB.xml"
"PAE Limited","55.85","44.14",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163123_543674_21102021054744_WEB.xml"
"SKS Textiles Limited","71.92","28.08",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163124_543690_21102021054932_WEB.xml"
"A and M Jumbo Bags Limited","4.51","95.49",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163125_543712_21102021055323_WEB.xml"
"Dhani Services Limited","30.05","66.72",,"3.23","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163127_543730_21102021055630_WEB.xml"
"DU Digital Technologies Limited","73.46","26.54",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163128_543744_21102021055909_WEB.xml"
"RattanIndia Power Limited","44.19","55.81",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163129_543747_21102021055926_WEB.xml"
"GB Global Limited","32.01","67.99",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163131_543780_21102021060843_WEB.xml"
"Jindal Worldwide Limited","61.27","38.73",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163132_543805_21102021061426_WEB.xml"
"HFCL Limited","41.89","57.89",,"0.22","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163133_543814_21102021061708_WEB.xml"
"Rolta India Limited","2.31","97.69",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163134_543834_21102021061924_WEB.xml"
"Ashapura Intimates Fashion Limited","14.76","85.24",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163135_543840_21102021062031_WEB.xml"
"Bohra Industries Limited","61.01","39",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163136_543844_21102021062054_WEB.xml"
"Gammon India Limited","11.54","88.46",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163138_543857_21102021062403_WEB.xml"
"Keerti Knowledge and Skills Limited","60.14","39.85",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163140_543883_21102021062810_WEB.xml"
"Metalyst Forgings Limited","61.32","38.68",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163141_543885_21102021062825_WEB.xml"
"Reliance Industrial Infrastructure Limited","45.43","54.57",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163143_543898_21102021063218_WEB.xml"
"Vikas Lifecare Limited","14.81","85.19",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163144_543912_21102021063447_WEB.xml"
"Mahindra Holidays & Resorts India Limited","67.27","32.31",,"0.43","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163145_543914_21102021063532_WEB.xml"
"DS Kulkarni Developers Limited","46.84","53.16",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163146_543934_21102021064113_WEB.xml"
"Megasoft Limited","0","100",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163147_543950_21102021064406_WEB.xml"
"Adani Enterprises Limited","74.92","25.08",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163148_543952_21102021064504_WEB.xml"
"Infomedia Press Limited","50.69","49.31",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163149_543967_21102021064954_WEB.xml"
"Reliance Infrastructure Limited","4.98","94.85",,"0.17","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163150_543972_21102021065050_WEB.xml"
"Penta Gold Limited","55.9","44.1",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163151_543995_21102021065502_WEB.xml"
"Atcom Technologies Limited","14.1","85.9",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163152_544009_21102021070115_WEB.xml"
"Transwarranty Finance Limited","53.62","46.38",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163153_544012_21102021070200_WEB.xml"
"Ramco Systems Limited","54.42","45.58",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163155_544030_21102021070435_WEB.xml"
"S.A.L. Steel Limited","50.56","49.44",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163156_544036_21102021070620_WEB.xml"
"SPL Industries Limited","68.93","31.07",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163157_544044_21102021070813_WEB.xml"
"Repro India Limited","52.85","47.15",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163158_544056_21102021071130_WEB.xml"
"IMP Powers Limited","37.33","62.67",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163160_544102_21102021072136_WEB.xml"
"Network18 Media & Investments Limited","75","25",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163161_544110_21102021072352_WEB.xml"
"Reliance Home Finance Limited","49.58","50.42",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163162_544112_21102021072355_WEB.xml"
"Confidence Petroleum India Limited","57.96","42.04",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163163_544146_21102021073430_WEB.xml"
"JMT Auto Limited","66.77","33.23",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163164_544170_21102021074203_WEB.xml"
"Walpar Nutritions Limited","71.02","28.98",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163165_544177_21102021074351_WEB.xml"
"Vikas EcoTech Limited","15.6","84.4",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163166_544194_21102021075023_WEB.xml"
"Urja Global Limited","31.97","68.03",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163167_544222_21102021075506_WEB.xml"
"Indiabulls Real Estate Limited","6.15","93.16",,"0.69","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163168_544233_21102021075810_WEB.xml"
"Perfect Infraengineers Limited","46.87","53.13",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163169_544264_21102021081038_WEB.xml"
"Just Dial Limited","51.68","48.32",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163170_544278_21102021081756_WEB.xml"
"Inventure Growth & Securities Limited","27.59","72.41",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163171_544280_21102021081818_WEB.xml"
"Orchid Pharma Limited","90","10.01",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163172_544287_21102021082023_WEB.xml"
"NK Industries Limited","72.05","27.96",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163173_544297_21102021082519_WEB.xml"
"TV18 Broadcast Limited","60.4","39.6",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163174_544307_21102021082959_WEB.xml"
"SEJAL GLASS LIMITED","50.07","49.93",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163175_544341_21102021090254_WEB.xml"
"Accuracy Shipping Limited","63.4","36.59",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163176_544345_21102021090717_WEB.xml"
"CMM Infraprojects Limited","63.05","36.95",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163177_544351_21102021090915_WEB.xml"
"Asian Paints Limited","52.79","47.18",,"0.02","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163178_544360_21102021091542_WEB.xml"
"Dalmia Bharat Limited","55.97","44.03",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163181_544377_21102021092834_WEB.xml"
"Reliance Industries Limited","50.61","49.39",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163182_544379_21102021092856_WEB.xml"
"Escorts Limited","36.59","61.35",,"2.06","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163183_544383_21102021094041_WEB.xml"
"IL&FS Transportation Networks Limited","73.22","26.78",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163185_544424_21102021100107_WEB.xml"
"Prestige Estates Projects Limited","65.48","34.52",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163186_544430_21102021101136_WEB.xml"
"Bharti Airtel Limited","55.86","44.1",,"0.05","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163187_544432_21102021101302_WEB.xml"
"Party Cruisers Limited","72.86","27.14",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163188_544447_21102021102018_WEB.xml"
"Dalmia Bharat Sugar and Industries Limited","74.91","25.09",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163189_544450_21102021102346_WEB.xml"
"Saregama India Limited","63.77","36.01",,"0.22","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163190_544455_21102021103448_WEB.xml"
"Shanthi Gears Limited","70.47","29.52",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163192_544463_21102021105705_WEB.xml"
"Simplex Projects Limited","56.26","43.74",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163193_544472_21102021111042_WEB.xml"
"Shriram City Union Finance Limited","34.6","65.4",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163195_544493_21102021113905_WEB.xml"
"Niraj Ispat Industries Limited","74.59","25.42",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163196_544500_21102021115611_WEB.xml"
"Milton Industries Limited","72.42","27.58",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163202_544606_22102021011643_WEB.xml"
"Network People Services Technologies Limited","67.55","32.44",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163205_544648_22102021015341_WEB.xml"
"Radaan Mediaworks India Limited","51.42","48.58",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163206_544658_22102021022048_WEB.xml"
"Raj Rayon Industries Limited","34.07","65.93",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163209_544868_22102021050030_WEB.xml"
"Neueon Towers Limited","37.27","62.73",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163216_545418_24102021091430_WEB.xml"
"Bombay Rayon Fashions Limited","26.8","73.2",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163221_545755_25102021062555_WEB.xml"
"Seya Industries Limited","64.5","35.5",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163223_545853_25102021081102_WEB.xml"
"Marshall Machines Limited","73.39","26.62",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163228_546178_26102021045334_WEB.xml"
"Shiv Aum Steels Limited","73.53","26.47",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163238_547855_28102021064306_WEB.xml"
"Tantia Constructions Limited","72.88","27.12",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163241_548467_29102021043228_WEB.xml"
"Consolidated Construction Consortium Limited","15.51","84.49",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163245_549433_30102021040922_WEB.xml"
"Mangalam Organics Limited","54.91","45.09",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163248_561080_17112021015817_WEB.xml"
"JIK Industries Limited","49.06","50.94",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163250_551754_03112021060630_WEB.xml"
"S.S. Infrastructure Development Consultants Limited","57.65","42.35",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163256_552948_09112021054619_WEB.xml"
"Premier Limited","27.5","72.5",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163260_553921_10112021090526_WEB.xml"
"Value Industries Limited","46.76","53.24",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163275_560733_16112021040310_WEB.xml"
"Sathavahana Ispat Limited","39.58","60.42",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_163281_561083_17112021021501_WEB.xml"
